Location Name,ISBN,Title Author Combined and Normalized,Title (Complete),Author,Publisher,Publication Date,Subjects,520 - Local Param 03,Permanent LC Classification Code,Process Type,Edition,Language Code,title_cn,category_cn
4F Book Collection,9787300335537; 7300335535,数字文化 公共空间、平台与算法 - card,数字文化 : 公共空间、平台与算法 / [法] 多米尼克·卡尔东著 ; 马爱芳译 = Culture numérique / Dominique Cardon.,"Cardon, Dominique, 1965- author.",中国人民大学出版社,2025.,Information society.; Internet--Social aspects.; 数字--文化研究.,"本书系统回顾了20世纪80年代互联网和网络普及以来人类所经历的技术变革中的重要事件, 内容涉及对公共空间的解释、算法和搜索引擎对消费者的影响、数字经济催生的新经济形态以及数字文化造成的社会治理问题等等.",HM,None,第1版.,chi,数字文化 : 公共空间、平台与算法,Information society; Internet--Social aspects; 数字--文化研究
4F Book Collection,9787300343976; 730034397X,道德推脱 为什么有些人做了坏事依然心安理得 - band,道德推脱 : 为什么有些人做了坏事依然心安理得 / [美] 阿尔伯特·班杜拉著 ; 徐健吾译 = Moral disengagement : how people do harm and live with themselves / Albert Bandura.,"Bandura, Albert, 1925- author.",中国人民大学出版社,2025.,Immorality.; Conscience.; Rationalization (Psychology); Ethical problems.; Social ethics.; 伦理学--通俗读物.,"本书通过审视美国娱乐产业、枪支产业、烟草产业和""大到不能倒""的金融体系等多个主要行业普遍存在的道德推脱现象, 并讨论道德推脱在死刑、恐怖主义和军事反恐以及环境可持续性中的作用机制, 将人的道德问题从个人层面延伸到社会系统层面, 揭示了那些本性体贴的人为何在做出残酷之事后仍能心安理得.",BJ,None,第1版.,chi,道德推脱 : 为什么有些人做了坏事依然心安理得,Immorality; Conscience; Rationalization (Psychology)
4F Book Collection,9787301356678; 7301356676,"中国文化简史 - 冯天瑜,","中国文化简史 / 冯天瑜, 周积明著.","冯天瑜, 1942- author.",北京大学出版社,2025.,China--Civilization--History.; 中华文化--文化史.,"本书立足于人与自然、人与社会、人与自身和谐发展的精神, 考察地理环境、经济土壤、社会组织、政治制度合成的大系统下中国文化的历史, 昭示何以中国、何以文化、何以传统、何以人生的深层机制, 揭示中国一万年文化的特质, 探索中国一万年文化的奥秘, 展现中国一万年文化的灿烂.",DS,None,第1版.,chi,中国文化简史,China--Civilization--History; 中华文化--文化史
4F Book Collection,9787301358580; 730135858X,古典神话 - morf,"古典神话 / [美] 马克·P.O. 莫福德, 罗伯特·J. 勒纳尔登, 迈克尔·沙姆著 ; 曾毅, 陈先梅, 罗逍然译 = Classical mythology / Mark P.O. Morford, Robert J. Lenardon, Michael Sham.","Morford, Mark P. O., 1929- author.",北京大学出版社,2025.,"Mythology, Classical.; 神话--文学研究.","本书分为四大部分, 第一部分《创世神话与众神》在界定""古典神话""的基础上, 综合分析了希腊神话的历史背景, 并以宙斯、赫拉、波塞冬、雅典娜、阿佛洛狄忒、阿波罗、赫尔墨斯、狄俄尼索斯等主要神祇进行了分章解读. 第二部分《希腊传说》聚焦于忒拜英雄传说、迈锡尼英雄传说、特洛伊英雄传说和赫拉克勒斯传说等英雄传说, 主要分析了英雄与神祇的联系, 以及英雄传说与历史文化的关联. 第三部分《罗马神话的性质》介绍了罗马神话与传说体系, 并探讨了希腊神话在罗马共和国时期的流变, 对希腊神话和罗马神话进行了对比研究. 第四部分《古典神话与后世》以古典神话与后世文学艺术为中心, 分章介绍了古典神话在历代西方文学中的丰富表现, 以及它在音乐、舞蹈与电影等艺术中的巨大影响力.",BL,None,第1版.,chi,古典神话,"Mythology, Classical; 神话--文学研究"
4F Book Collection,9787301359730; 730135973X,"巨灵擘地 门罗主义 与区域国别研究的知识生产 when titans rule the earth the monroe doctrine and the knowledge production o - 章永乐,","巨灵擘地 : ""门罗主义""与区域国别研究的知识生产 = When Titans rule the earth : the Monroe doctrine and the knowledge production of country and region studies / 章永乐著.","章永乐, author.",北京大学出版社,2025.,Monroe doctrine.; United States--Foreign relations--19th century.; United States--Foreign relations--20th century.; 殖民主义--研究.,"本书用一系列文章记录了作者解剖""巨灵""留下的轨迹, 分为上、下两编: 上编""擘地无声""探讨""门罗主义""话语背后的""非正式帝国""形态及其深刻历史影响; 下编""重识巨灵""聚焦于近代中国政治精英与知识精英对于""门罗主义""的考察与认识, 启发今人思考如何从中国经验出发探究更具普遍性的理论, 从而推进""自主知识体系""构建.",JZ,None,第1版.,chi,"巨灵擘地 : ""门罗主义""与区域国别研究的知识生产 = When Titans rule the earth : the Monroe doctrine and the knowledge production of country and region studies",Monroe doctrine; United States--Foreign relations--19th century; United States--Foreign relations--20th century
4F Book Collection,9787301361078; 7301361076,"数字时代的政治 politics in the digital age - 李石,a",数字时代的政治 = Politics in the digital age / 李石著.,"李石, author.",北京大学出版社,2025.,Technology--Political aspects; Communication in politics--Technological innovations.; Democracy--Technological innovations; Big data--Political aspects.; 政治学.,"本书以犀利视角穿透技术表象, 直指政治文明的核心命题. 书中既探讨""大数据民主""的脆弱性, 也追问""算法正义""的虚实边界, 畅想""最好与最坏的可能世界"", 与读者一起开放性思考数字社会的未来.",JA,None,第1版.,chi,数字时代的政治 = Politics in the digital age,Technology--Political aspects; Communication in politics--Technological innovations; Democracy--Technological innovations
4F Book Collection,9787302676874; 7302676879,"java应用开发关键技术与面试技巧 - 周冠亚,",Java应用开发关键技术与面试技巧 / 周冠亚著.,"周冠亚, author.",清华大学出版社,2025.,Java (Computer program language); Employment interviewing.; Information technology--Recruiting.; Interviewing.; JAVA语言--程序设计.,"本书共19章, 内容主要包括Spring框架、MyBatis与ORM、高并发处理、分布式协调服务、Dubbo框架、缓存技术等, 介绍了现代Java应用开发核心技术和最佳实践.",QA,None,第1版.,chi,Java应用开发关键技术与面试技巧,Java (Computer program language); Employment interviewing; Information technology--Recruiting
4F Book Collection,9787302677239; 7302677239,flutter项目开发实例精解 flutter projects - ales,Flutter项目开发实例精解 = Flutter projects / [美] 西蒙·亚历山德里亚著 ; 李垚译.,"Alessandria, Simone, author.",清华大学出版社,2025.,Mobile apps--Programming.; Android (Electronic resource); iOS (Electronic resource); 移动终端--应用程序--程序设计.,"本书阐述了多个Flutter项目开发的基本解决方案, 主要包括使用有状态微件、监听数据流、2D动画和手势、从Web中获取数据、使用Sq(F)Lite并在本地数据库中存储数据、将Firebase集成至Flutter应用程序中、集成地图并使用设备相机、利用Flare创建动画、使用BLoC模式和Sembast、构建Flutter Web应用程序等内容.",QA,None,第1版.,chi,Flutter项目开发实例精解 = Flutter projects,Mobile apps--Programming; Android (Electronic resource); iOS (Electronic resource)
4F Book Collection,9787302686330; 7302686335,"英汉数学全书 代数、几何与微积分初步 english chinese mathematics encyclopedia algebra geometry and pre calculus - 梁家睿,","英汉数学全书 : 代数、几何与微积分初步 = English-Chinese mathematics encyclopedia : algebra, geometry, and pre-calculus / [美] 梁家睿(Jerry Conrad Leung), 吴晓云著.","梁家睿, author.",清华大学出版社,2025.,Mathematics--Study and teaching (Secondary); 高等数学.,"本书以美国数学教材的知识体系为框架, 正文分为3部分: 第1部分讲述代数初步、代数1、代数2; 第2部分讲述几何; 第3部分讲述微积分初步. 本书附录部分补充高等数学延伸内容, 涵盖微积分、概率与统计、线性代数, 以及所涉及的符号、用法及英语表达方式, 并附有希腊字母表、英制单位等常用数学内容.",QA,None,第2版.,chi,"英汉数学全书 : 代数、几何与微积分初步 = English-Chinese mathematics encyclopedia : algebra, geometry, and pre-calculus",Mathematics--Study and teaching (Secondary); 高等数学
4F Book Collection,9787302687252; 7302687250,手把手教你做科研 - thom,手把手教你做科研 / [英] 加里·托马斯著 ; 方庆华译 = How to do your research project : a guide for students / Gary Thomas.,"Thomas, Gary, 1950- author.",清华大学出版社,2025.,Education--Research--Methodology.; Social sciences--Research.; Social sciences--Research--Methodology.; 科学研究--研究方法.,"本书通过案例, 向读者完整讲述了一个如何做好科研的故事, 故事始于怎样选题, 贯穿了怎样撰写文献综述、决定研究方法、开展研究、收集和分析数据、展开讨论等过程, 最后展示如何得出研究结论, 给有志于做研究但苦于如何有效做研究的读者一种""拨开云雾, 豁然开朗""之感.",LB,Loan,第1版.,chi,手把手教你做科研,Education--Research--Methodology; Social sciences--Research; Social sciences--Research--Methodology
4F Book Collection,9787302695127; 7302695121,汽车软件测试基础 -,"汽车软件测试基础 / [德] 拉尔夫·邦加德, [德] 克劳迪亚·杜萨·齐格, [德] 拉尔夫·赖辛, [德] 亚历山大·舒尔茨著 ; [德] 周震漪, 张盟译 = Basiswissen automotive softwaretest / Ralf Bongard, Klaudia Dussa-Zieger, Ralf Rei?ing, Alexander  Schulz.",,清华大学出版社,2025.,Automobiles--Instruments--Testing.; Computer software--Testing.; 汽车--电子系统--软件--测试--教材.,"本书阐述了汽车软件测试所需的测试基础知识, 并探讨了软件测试人员如何参与汽车行业产品开发过程的活动, 同时分析了与汽车行业相关的标准和规范的背景、结构及其挑战, 对测试人员所关注的测试目的、测试级别、测试技术和方法也进行了比较. 此外, 还介绍了汽车行业的不同虚拟测试环境, 并比较了这些环境在汽车产品开发中的应用.",TL,None,第1版.,chi,汽车软件测试基础,Automobiles--Instruments--Testing; Computer software--Testing; 汽车--电子系统--软件--测试--教材
4F Book Collection,9787302696872; 730269687X,"pytorch深度学习与大模型部署及微调 - 胡书敏,","PyTorch深度学习与大模型部署及微调 / 胡书敏, 金华, 曹宇著.","胡书敏, author.",清华大学出版社,2025.,Neural networks (Computer science); Machine learning.; Python (Computer program language); Artificial intelligence.; 机器学习.,"本书内容涵盖了深度学习各种模型的知识点, 包括Python和Pytorch的开发环境、神经网络预测技术、用卷积和残差神经网络分类图片的技术、数据预处理和数据增强、用生成对抗网络识别图片的技术、用循环神经网络和Transformer网络分析文本的技术、用ViT模型分类图片的技术、人脸识别和目标物体识别的技术、音频处理技术, 以及DeepSeek本地化部署和微调技术等.",QA,None,第1版.,chi,PyTorch深度学习与大模型部署及微调,Neural networks (Computer science); Machine learning; Python (Computer program language)
4F Book Collection,9787305285493; 7305285498,乔治·德·拉图尔 - quig,乔治·德·拉图尔 / [法] 帕斯卡·基尼亚尔著 ; 王明睿译 = Georges de la Tour / Pascal Quignard.,"Quignard, Pascal, author.",南京大学出版社,2025.,"La Tour, Georges du Mesnil de,--1593-1652--Criticism and interpretation.; 作家--生平事迹--法国--近代.","本书是法国当代著名作家帕斯卡·基尼亚尔 (Pascal Quignard) 的作品, 以法国十七世纪画家拉图尔的生平与画作为蓝本进行创作. 关于拉图尔的生平, 作者重点书写了他的出身及其经历的一次重大火灾, 这场火灾不仅焚毁了画家的绝大部分作品, 也明显导致了其画风突变, 使之阴暗、深邃, 画中人物与静物常由一点微光照亮. 除此之外, 作者选取了拉图尔的十幅代表作进行描绘与阐释, 凸显出画家将圣人描绘为普通人的特色, 不仅意味着圣人本身也是普通人, 而且每个普通人的身上也都有神圣的光彩. 在这部作品中, 基尼亚尔依然使用了惯常的断章式写作手法, 穿插引用了其他名人对拉图尔评价, 让读者感受到这位被埋没许久的画家之作的魅力.",ND,None,第1版.,chi,乔治·德·拉图尔,"La Tour, Georges du Mesnil de,--1593-1652--Criticism and interpretation; 作家--生平事迹--法国--近代"
